review,rating_asli,angka_text,cleaned_review,lowercase,normalisasi,tokenizing,filtering,stemming,stemming_join
"CREDIT CARD saya tidak bisa diatur sebagai sumber dana utama untuk QRIS, tolong perbaiki!!",1,"CREDIT CARD saya tidak bisa diatur sebagai sumber dana utama untuk QRIS, tolong perbaiki!!",CREDIT CARD saya tidak bisa diatur sebagai sumber dana utama untuk QRIS tolong perbaiki,credit card saya tidak bisa diatur sebagai sumber dana utama untuk qris tolong perbaiki,credit card saya tidak bisa diatur sebagai sumber dana utama untuk qris tolong perbaiki,"['credit', 'card', 'saya', 'tidak', 'bisa', 'diatur', 'sebagai', 'sumber', 'dana', 'utama', 'untuk', 'qris', 'tolong', 'perbaiki']","['credit', 'card', 'diatur', 'sumber', 'dana', 'utama', 'qris', 'perbaiki']","['credit', 'card', 'atur', 'sumber', 'dana', 'utama', 'qris', 'baik']",credit card atur sumber dana utama qris baik
burik,1,burik,burik,burik,jelek,['jelek'],['jelek'],['jelek'],jelek
"bner bner ya parah.. buka rekening baru pas vc susahnya minta ampun, sinya lemah lah, pdhl wifi full sinyalnya.. udh bbrpa kali gtu dan gtu lagi, gedek",1,"bner bner ya parah.. buka rekening baru pas vc susahnya minta ampun, sinya lemah lah, pdhl wifi full sinyalnya.. udh bbrpa kali gtu dan gtu lagi, gedek",bner bner ya parah buka rekening baru pas vc susahnya minta ampun sinya lemah lah pdhl wifi ful sinyalnya udh brpa kali gtu dan gtu lagi gedek,bner bner ya parah buka rekening baru pas vc susahnya minta ampun sinya lemah lah pdhl wifi ful sinyalnya udh brpa kali gtu dan gtu lagi gedek,benar benar iya sangat buka rekening baru pas video call susahnya minta ampun sinyal lemah lah padahal wifi full sinyalnya sudah berapa kali gitu dan gitu lagi muak,"['benar', 'benar', 'iya', 'sangat', 'buka', 'rekening', 'baru', 'pas', 'video', 'call', 'susahnya', 'minta', 'ampun', 'sinyal', 'lemah', 'lah', 'padahal', 'wifi', 'full', 'sinyalnya', 'sudah', 'berapa', 'kali', 'gitu', 'dan', 'gitu', 'lagi', 'muak']","['iya', 'buka', 'rekening', 'pas', 'video', 'call', 'susahnya', 'ampun', 'sinyal', 'lemah', 'wifi', 'full', 'sinyalnya', 'kali', 'muak']","['iya', 'buka', 'rekening', 'pas', 'video', 'call', 'susah', 'ampun', 'sinyal', 'lemah', 'wifi', 'full', 'sinyal', 'kali', 'muak']",iya buka rekening pas video call susah ampun sinyal lemah wifi full sinyal kali muak
"aneh.. 2026 aktivasi kartu debit harus banget ke ATM atau ke cabang.. bank lain udah bisa di aplikasi.. jadul banget.. logika aja ya.. saya request kartu debit baru via mybca.. pake ongkir 20rb.. karena saya males keluar2 ke cabang.. eh, aktivasinya harus ke ATM/cabang 🤣 ya mending lgsg minta ke cabang.. aktivasi M-BCA juga di ATM lagi.. hadeeh..",1,"aneh..  dua  nol  dua  enam  aktivasi kartu debit harus banget ke ATM atau ke cabang.. bank lain udah bisa di aplikasi.. jadul banget.. logika aja ya.. saya request kartu debit baru via mybca.. pake ongkir  dua  nol rb.. karena saya males keluar dua  ke cabang.. eh, aktivasinya harus ke ATM/cabang 🤣 ya mending lgsg minta ke cabang.. aktivasi M-BCA juga di ATM lagi.. hadeeh..",aneh aktivasi kartu debit harus banget ke ATM atau ke cabang bank lain udah bisa di aplikasi jadul banget logika aja ya saya request kartu debit baru via mybca pake ongkir rb karena saya males keluar ke cabang eh aktivasinya harus ke ATM cabang ya mending lgsg minta ke cabang aktivasi M BCA juga di ATM lagi hadeh,aneh aktivasi kartu debit harus banget ke atm atau ke cabang bank lain udah bisa di aplikasi jadul banget logika aja ya saya request kartu debit baru via mybca pake ongkir rb karena saya males keluar ke cabang eh aktivasinya harus ke atm cabang ya mending lgsg minta ke cabang aktivasi m bca juga di atm lagi hadeh,aneh aktivasi kartu debit harus sangat ke atm atau ke cabang bank lain sudah bisa di aplikasi lama sangat logika saja iya saya request kartu debit baru via mybca pakai ongkir ribu karena saya malas keluar ke cabang eh aktivasinya harus ke atm cabang iya mending langsung minta ke cabang aktivasi mbanking bca juga di atm lagi hadeh,"['aneh', 'aktivasi', 'kartu', 'debit', 'harus', 'sangat', 'ke', 'atm', 'atau', 'ke', 'cabang', 'bank', 'lain', 'sudah', 'bisa', 'di', 'aplikasi', 'lama', 'sangat', 'logika', 'saja', 'iya', 'saya', 'request', 'kartu', 'debit', 'baru', 'via', 'mybca', 'pakai', 'ongkir', 'ribu', 'karena', 'saya', 'malas', 'keluar', 'ke', 'cabang', 'eh', 'aktivasinya', 'harus', 'ke', 'atm', 'cabang', 'iya', 'mending', 'langsung', 'minta', 'ke', 'cabang', 'aktivasi', 'mbanking', 'bca', 'juga', 'di', 'atm', 'lagi', 'hadeh']","['aneh', 'aktivasi', 'kartu', 'debit', 'atm', 'cabang', 'bank', 'aplikasi', 'logika', 'iya', 'request', 'kartu', 'debit', 'via', 'mybca', 'pakai', 'ongkir', 'ribu', 'malas', 'cabang', 'aktivasinya', 'atm', 'cabang', 'iya', 'mending', 'langsung', 'cabang', 'aktivasi', 'mbanking', 'bca', 'atm', 'hadeh']","['aneh', 'aktivasi', 'kartu', 'debit', 'atm', 'cabang', 'bank', 'aplikasi', 'logika', 'iya', 'request', 'kartu', 'debit', 'via', 'mybca', 'pakai', 'ongkir', 'ribu', 'malas', 'cabang', 'aktivasinya', 'atm', 'cabang', 'iya', 'mending', 'langsung', 'cabang', 'aktivasi', 'mbanking', 'bca', 'atm', 'hadeh']",aneh aktivasi kartu debit atm cabang bank aplikasi logika iya request kartu debit via mybca pakai ongkir ribu malas cabang aktivasinya atm cabang iya mending langsung cabang aktivasi mbanking bca atm hadeh
"CS buruk dan payah. di sini saldo saya tiba"" hilang 50 ribu. di tanya kemana jawaban ke mana. padahal rekening aktif. payah sekali kau BCA",1,"CS buruk dan payah. di sini saldo saya tiba"" hilang  lima  nol  ribu. di tanya kemana jawaban ke mana. padahal rekening aktif. payah sekali kau BCA",CS buruk dan payah di sini saldo saya tiba hilang ribu di tanya kemana jawaban ke mana padahal rekening aktif payah sekali kau BCA,cs buruk dan payah di sini saldo saya tiba hilang ribu di tanya kemana jawaban ke mana padahal rekening aktif payah sekali kau bca,customer service buruk dan payah di sini saldo saya tiba hilang ribu di tanya kemana jawaban ke mana padahal rekening aktif payah sekali anda bca,"['customer', 'service', 'buruk', 'dan', 'payah', 'di', 'sini', 'saldo', 'saya', 'tiba', 'hilang', 'ribu', 'di', 'tanya', 'kemana', 'jawaban', 'ke', 'mana', 'padahal', 'rekening', 'aktif', 'payah', 'sekali', 'anda', 'bca']","['customer', 'service', 'buruk', 'payah', 'saldo', 'hilang', 'ribu', 'kemana', 'rekening', 'aktif', 'payah', 'bca']","['customer', 'service', 'buruk', 'payah', 'saldo', 'hilang', 'ribu', 'mana', 'rekening', 'aktif', 'payah', 'bca']",customer service buruk payah saldo hilang ribu mana rekening aktif payah bca
scan muka berkali kali gagal Mulu,1,scan muka berkali kali gagal Mulu,scan muka berkali kali gagal Mulu,scan muka berkali kali gagal mulu,scan muka berkali kali gagal terus,"['scan', 'muka', 'berkali', 'kali', 'gagal', 'terus']","['scan', 'muka', 'berkali', 'kali', 'gagal']","['scan', 'muka', 'kali', 'kali', 'gagal']",scan muka kali kali gagal
"ah kesedot Mulu, duit gue ilang",1,"ah kesedot Mulu, duit gue ilang",ah kesedot Mulu duit gue ilang,ah kesedot mulu duit gue ilang,ah tersedot terus duit saya ilang,"['ah', 'tersedot', 'terus', 'duit', 'saya', 'ilang']","['tersedot', 'duit', 'ilang']","['sedot', 'duit', 'ilang']",sedot duit ilang
sangat disayangkan telpon melalui no 1500888 mhal sekali tarifnya habis 20 000 pulsa saya disedot,1,sangat disayangkan telpon melalui no  satu  lima  nol  nol  delapan  delapan  delapan  mhal sekali tarifnya habis  dua  nol   nol  nol  nol  pulsa saya disedot,sangat disayangkan telpon melalui no mhal sekali tarifnya habis pulsa saya disedot,sangat disayangkan telpon melalui no mhal sekali tarifnya habis pulsa saya disedot,sangat disayangkan telepon melalui nomor mahal sekali tarifnya habis pulsa saya disedot,"['sangat', 'disayangkan', 'telepon', 'melalui', 'nomor', 'mahal', 'sekali', 'tarifnya', 'habis', 'pulsa', 'saya', 'disedot']","['disayangkan', 'telepon', 'nomor', 'mahal', 'tarifnya', 'habis', 'pulsa', 'disedot']","['sayang', 'telepon', 'nomor', 'mahal', 'tarif', 'habis', 'pulsa', 'sedot']",sayang telepon nomor mahal tarif habis pulsa sedot
"payah skrg , udh buang pulsa aktifin nya verif gagal terus . login akun sendiri aja ribet nya minta ampun",1,"payah skrg , udh buang pulsa aktifin nya verif gagal terus . login akun sendiri aja ribet nya minta ampun",payah skrg udh buang pulsa aktifin nya verif gagal terus login akun sendiri aja ribet nya minta ampun,payah skrg udh buang pulsa aktifin nya verif gagal terus login akun sendiri aja ribet nya minta ampun,payah sekarang sudah buang pulsa aktifkan nya verif gagal terus masuk akun sendiri saja rumit nya minta ampun,"['payah', 'sekarang', 'sudah', 'buang', 'pulsa', 'aktifkan', 'nya', 'verif', 'gagal', 'terus', 'masuk', 'akun', 'sendiri', 'saja', 'rumit', 'nya', 'minta', 'ampun']","['payah', 'buang', 'pulsa', 'aktifkan', 'verif', 'gagal', 'masuk', 'akun', 'rumit', 'ampun']","['payah', 'buang', 'pulsa', 'aktif', 'verif', 'gagal', 'masuk', 'akun', 'rumit', 'ampun']",payah buang pulsa aktif verif gagal masuk akun rumit ampun
"the worse. coba kontrol transaksi dan masukkan pin tapi selalu gagal. disuruh masukin pin transaksi dan kena error padahal pinnya benar dan kalau di menu lain pinnya berhasil. Bank lain egk seribet ini. edit : kalau pinnya salah di menu lain juga bakal gagal lah tapi ini di kontrol transaksi aja dan errornya pun bukan ""pin salah"" -_- ini bank anti banget dikritik. ada masalah juga cuma muter2 di cs, gak ada solusi, gak di forward ke tim development",1,"the worse. coba kontrol transaksi dan masukkan pin tapi selalu gagal. disuruh masukin pin transaksi dan kena error padahal pinnya benar dan kalau di menu lain pinnya berhasil. Bank lain egk seribet ini. edit : kalau pinnya salah di menu lain juga bakal gagal lah tapi ini di kontrol transaksi aja dan errornya pun bukan ""pin salah"" -_- ini bank anti banget dikritik. ada masalah juga cuma muter dua  di cs, gak ada solusi, gak di forward ke tim development",the worse coba kontrol transaksi dan masukan pin tapi selalu gagal disuruh masukin pin transaksi dan kena eror padahal pinya benar dan kalau di menu lain pinya berhasil Bank lain egk seribet ini edit kalau pinya salah di menu lain juga bakal gagal lah tapi ini di kontrol transaksi aja dan erornya pun bukan pin salah ini bank anti banget dikritik ada masalah juga cuma muter di cs gak ada solusi gak di forward ke tim development,the worse coba kontrol transaksi dan masukan pin tapi selalu gagal disuruh masukin pin transaksi dan kena eror padahal pinya benar dan kalau di menu lain pinya berhasil bank lain egk seribet ini edit kalau pinya salah di menu lain juga bakal gagal lah tapi ini di kontrol transaksi aja dan erornya pun bukan pin salah ini bank anti banget dikritik ada masalah juga cuma muter di cs gak ada solusi gak di forward ke tim development,the worse coba kontrol transaksi dan masukan password tapi selalu gagal disuruh masukin password transaksi dan kena kesalahan padahal pin benar dan kalau di menu lain pin berhasil bank lain tidak seribet ini edit kalau pin salah di menu lain juga bakal gagal lah tapi ini di kontrol transaksi saja dan erornya pun bukan password salah ini bank anti sangat dikritik ada masalah juga cuma muter di customer service tidak ada solusi tidak di forward ke tim development,"['the', 'worse', 'coba', 'kontrol', 'transaksi', 'dan', 'masukan', 'password', 'tapi', 'selalu', 'gagal', 'disuruh', 'masukin', 'password', 'transaksi', 'dan', 'kena', 'kesalahan', 'padahal', 'pin', 'benar', 'dan', 'kalau', 'di', 'menu', 'lain', 'pin', 'berhasil', 'bank', 'lain', 'tidak', 'seribet', 'ini', 'edit', 'kalau', 'pin', 'salah', 'di', 'menu', 'lain', 'juga', 'bakal', 'gagal', 'lah', 'tapi', 'ini', 'di', 'kontrol', 'transaksi', 'saja', 'dan', 'erornya', 'pun', 'bukan', 'password', 'salah', 'ini', 'bank', 'anti', 'sangat', 'dikritik', 'ada', 'masalah', 'juga', 'cuma', 'muter', 'di', 'customer', 'service', 'tidak', 'ada', 'solusi', 'tidak', 'di', 'forward', 'ke', 'tim', 'development']","['the', 'worse', 'kontrol', 'transaksi', 'masukan', 'password', 'gagal', 'disuruh', 'masukin', 'password', 'transaksi', 'kena', 'kesalahan', 'pin', 'menu', 'pin', 'berhasil', 'bank', 'seribet', 'edit', 'pin', 'salah', 'menu', 'gagal', 'kontrol', 'transaksi', 'erornya', 'password', 'salah', 'bank', 'anti', 'dikritik', 'muter', 'customer', 'service', 'solusi', 'forward', 'tim', 'development']","['the', 'worse', 'kontrol', 'transaksi', 'masuk', 'password', 'gagal', 'suruh', 'masukin', 'password', 'transaksi', 'kena', 'salah', 'pin', 'menu', 'pin', 'hasil', 'bank', 'seribet', 'edit', 'pin', 'salah', 'menu', 'gagal', 'kontrol', 'transaksi', 'eror', 'password', 'salah', 'bank', 'anti', 'kritik', 'muter', 'customer', 'service', 'solusi', 'forward', 'tim', 'development']",the worse kontrol transaksi masuk password gagal suruh masukin password transaksi kena salah pin menu pin hasil bank seribet edit pin salah menu gagal kontrol transaksi eror password salah bank anti kritik muter customer service solusi forward tim development
sulit vermuk GK bisa2 ribet KLO reg nya online,1,sulit vermuk GK bisa dua  ribet KLO reg nya online,sulit vermuk GK bisa ribet KLO reg nya online,sulit vermuk gk bisa ribet klo reg nya online,sulit verifikasi wajah tidak bisa rumit kalau registrasi nya online,"['sulit', 'verifikasi', 'wajah', 'tidak', 'bisa', 'rumit', 'kalau', 'registrasi', 'nya', 'online']","['sulit', 'verifikasi', 'wajah', 'rumit', 'registrasi', 'online']","['sulit', 'verifikasi', 'wajah', 'rumit', 'registrasi', 'online']",sulit verifikasi wajah rumit registrasi online
aplikasi skrg smngt lemot dn susah login,1,aplikasi skrg smngt lemot dn susah login,aplikasi skrg smngt lemot dn susah login,aplikasi skrg smngt lemot dn susah login,aplikasi sekarang semangat lambat dan susah masuk,"['aplikasi', 'sekarang', 'semangat', 'lambat', 'dan', 'susah', 'masuk']","['aplikasi', 'semangat', 'lambat', 'susah', 'masuk']","['aplikasi', 'semangat', 'lambat', 'susah', 'masuk']",aplikasi semangat lambat susah masuk
kebanyakan biaya admin!! bank lain mh gk gini,1,kebanyakan biaya admin!! bank lain mh gk gini,kebanyakan biaya admin bank lain mh gk gini,kebanyakan biaya admin bank lain mh gk gini,kebanyakan biaya admin bank lain mh tidak gini,"['kebanyakan', 'biaya', 'admin', 'bank', 'lain', 'mh', 'tidak', 'gini']","['kebanyakan', 'biaya', 'admin', 'bank', 'gini']","['banyak', 'biaya', 'admin', 'bank', 'gin']",banyak biaya admin bank gin
aplikasi terlalu lemot untuk HP android dan rakyat,1,aplikasi terlalu lemot untuk HP android dan rakyat,aplikasi terlalu lemot untuk HP android dan rakyat,aplikasi terlalu lemot untuk hp android dan rakyat,aplikasi terlalu lambat untuk hp android dan rakyat,"['aplikasi', 'terlalu', 'lambat', 'untuk', 'hp', 'android', 'dan', 'rakyat']","['aplikasi', 'lambat', 'hp', 'android', 'rakyat']","['aplikasi', 'lambat', 'hp', 'android', 'rakyat']",aplikasi lambat hp android rakyat
"loading terus udah 2 hari, udah gitu malah kelogout, jadi mau masuk harus modal pulsa buat SMS berbayar",1,"loading terus udah  dua  hari, udah gitu malah kelogout, jadi mau masuk harus modal pulsa buat SMS berbayar",loading terus udah hari udah gitu malah kelogout jadi mau masuk harus modal pulsa buat SMS berbayar,loading terus udah hari udah gitu malah kelogout jadi mau masuk harus modal pulsa buat sms berbayar,loading terus sudah hari sudah gitu malah ke logout jadi akan masuk harus modal pulsa buat sms berbayar,"['loading', 'terus', 'sudah', 'hari', 'sudah', 'gitu', 'malah', 'ke', 'logout', 'jadi', 'akan', 'masuk', 'harus', 'modal', 'pulsa', 'buat', 'sms', 'berbayar']","['loading', 'logout', 'masuk', 'modal', 'pulsa', 'sms', 'berbayar']","['loading', 'logout', 'masuk', 'modal', 'pulsa', 'sms', 'bayar']",loading logout masuk modal pulsa sms bayar
makin update makin paraaaahh,1,makin update makin paraaaahh,makin update makin parah,makin update makin parah,makin perbarui makin sangat,"['makin', 'perbarui', 'makin', 'sangat']",['perbarui'],['baru'],baru
kenapa my BCA kok nggak kayak sebelumnya.. sekarang banyak trouble.. tiba tiba uang kepotong dengan sendirinya.. dimutasi pengeluaran nggak ada pemberitahuan,1,kenapa my BCA kok nggak kayak sebelumnya.. sekarang banyak trouble.. tiba tiba uang kepotong dengan sendirinya.. dimutasi pengeluaran nggak ada pemberitahuan,kenapa my BCA kok ngak kayak sebelumnya sekarang banyak trouble tiba tiba uang kepotong dengan sendirinya dimutasi pengeluaran ngak ada pemberitahuan,kenapa my bca kok ngak kayak sebelumnya sekarang banyak trouble tiba tiba uang kepotong dengan sendirinya dimutasi pengeluaran ngak ada pemberitahuan,kenapa my bca kok tidak seperti sebelum sekarang banyak trouble tiba tiba uang kepotong dengan sendirinya dimutasi pengeluaran tidak ada pemberitahuan,"['kenapa', 'my', 'bca', 'kok', 'tidak', 'seperti', 'sebelum', 'sekarang', 'banyak', 'trouble', 'tiba', 'tiba', 'uang', 'kepotong', 'dengan', 'sendirinya', 'dimutasi', 'pengeluaran', 'tidak', 'ada', 'pemberitahuan']","['my', 'bca', 'trouble', 'uang', 'kepotong', 'dimutasi', 'pengeluaran', 'pemberitahuan']","['my', 'bca', 'trouble', 'uang', 'potong', 'mutasi', 'keluar', 'pemberitahuan']",my bca trouble uang potong mutasi keluar pemberitahuan
"kacau BCA tiba-tiba saldo berkurang pas di cek mutasi ke potong biaya kartu 20rb lagi payah, sedangkan awal bikin udh kepotong 50rb pas pembukaan tahapan rekening awal 500rb kepotong 50rb jadi 450rb",1,"kacau BCA tiba-tiba saldo berkurang pas di cek mutasi ke potong biaya kartu  dua  nol rb lagi payah, sedangkan awal bikin udh kepotong  lima  nol rb pas pembukaan tahapan rekening awal  lima  nol  nol rb kepotong  lima  nol rb jadi  empat  lima  nol rb",kacau BCA tiba tiba saldo berkurang pas di cek mutasi ke potong biaya kartu rb lagi payah sedangkan awal bikin udh kepotong rb pas pembukan tahapan rekening awal rb kepotong rb jadi rb,kacau bca tiba tiba saldo berkurang pas di cek mutasi ke potong biaya kartu rb lagi payah sedangkan awal bikin udh kepotong rb pas pembukan tahapan rekening awal rb kepotong rb jadi rb,kacau bca tiba tiba saldo berkurang pas di cek mutasi ke potong biaya kartu ribu lagi payah sedangkan awal membuat sudah kepotong ribu pas pembukan tahapan rekening awal ribu kepotong ribu jadi ribu,"['kacau', 'bca', 'tiba', 'tiba', 'saldo', 'berkurang', 'pas', 'di', 'cek', 'mutasi', 'ke', 'potong', 'biaya', 'kartu', 'ribu', 'lagi', 'payah', 'sedangkan', 'awal', 'membuat', 'sudah', 'kepotong', 'ribu', 'pas', 'pembukan', 'tahapan', 'rekening', 'awal', 'ribu', 'kepotong', 'ribu', 'jadi', 'ribu']","['kacau', 'bca', 'saldo', 'berkurang', 'pas', 'cek', 'mutasi', 'potong', 'biaya', 'kartu', 'ribu', 'payah', 'kepotong', 'ribu', 'pas', 'pembukan', 'tahapan', 'rekening', 'ribu', 'kepotong', 'ribu', 'ribu']","['kacau', 'bca', 'saldo', 'kurang', 'pas', 'cek', 'mutasi', 'potong', 'biaya', 'kartu', 'ribu', 'payah', 'potong', 'ribu', 'pas', 'buk', 'tahap', 'rekening', 'ribu', 'potong', 'ribu', 'ribu']",kacau bca saldo kurang pas cek mutasi potong biaya kartu ribu payah potong ribu pas buk tahap rekening ribu potong ribu ribu
Sering sebel tiap mau transaksi gagal terus. padahal sinyal lancar pin juga udah benar tp gagal terus tiap transaksi sampai 10x lebih baru bisa astaga😮‍💨,1,Sering sebel tiap mau transaksi gagal terus. padahal sinyal lancar pin juga udah benar tp gagal terus tiap transaksi sampai  satu  nol x lebih baru bisa astaga😮‍💨,Sering sebel tiap mau transaksi gagal terus padahal sinyal lancar pin juga udah benar tp gagal terus tiap transaksi sampai x lebih baru bisa astaga,sering sebel tiap mau transaksi gagal terus padahal sinyal lancar pin juga udah benar tp gagal terus tiap transaksi sampai x lebih baru bisa astaga,sering sebel tiap akan transaksi gagal terus padahal sinyal lancar password juga sudah benar tapi gagal terus tiap transaksi hingga kali lebih baru bisa astaga,"['sering', 'sebel', 'tiap', 'akan', 'transaksi', 'gagal', 'terus', 'padahal', 'sinyal', 'lancar', 'password', 'juga', 'sudah', 'benar', 'tapi', 'gagal', 'terus', 'tiap', 'transaksi', 'hingga', 'kali', 'lebih', 'baru', 'bisa', 'astaga']","['sebel', 'transaksi', 'gagal', 'sinyal', 'lancar', 'password', 'gagal', 'transaksi', 'kali', 'astaga']","['sebel', 'transaksi', 'gagal', 'sinyal', 'lancar', 'password', 'gagal', 'transaksi', 'kali', 'astaga']",sebel transaksi gagal sinyal lancar password gagal transaksi kali astaga
kenapa login nya selalu gagal dan di minta login terus padahal data benar,1,kenapa login nya selalu gagal dan di minta login terus padahal data benar,kenapa login nya selalu gagal dan di minta login terus padahal data benar,kenapa login nya selalu gagal dan di minta login terus padahal data benar,kenapa masuk nya selalu gagal dan di minta masuk terus padahal data benar,"['kenapa', 'masuk', 'nya', 'selalu', 'gagal', 'dan', 'di', 'minta', 'masuk', 'terus', 'padahal', 'data', 'benar']","['masuk', 'gagal', 'masuk', 'data']","['masuk', 'gagal', 'masuk', 'data']",masuk gagal masuk data
org nya sudah kecabang bawa ktp msh dilempar sana sini ..,1,org nya sudah kecabang bawa ktp msh dilempar sana sini ..,org nya sudah kecabang bawa ktp msh dilempar sana sini,org nya sudah kecabang bawa ktp msh dilempar sana sini,orang nya sudah kecabang bawa ktp masih dilempar sana sini,"['orang', 'nya', 'sudah', 'kecabang', 'bawa', 'ktp', 'masih', 'dilempar', 'sana', 'sini']","['orang', 'kecabang', 'bawa', 'ktp', 'dilempar']","['orang', 'cabang', 'bawa', 'ktp', 'lempar']",orang cabang bawa ktp lempar
BIKIN RIBET!!!,1,BIKIN RIBET!!!,BIKIN RIBET,bikin ribet,membuat rumit,"['membuat', 'rumit']",['rumit'],['rumit'],rumit
buset ini kenapa lemot gini ya gagal transaksi mulu abis update,1,buset ini kenapa lemot gini ya gagal transaksi mulu abis update,buset ini kenapa lemot gini ya gagal transaksi mulu abis update,buset ini kenapa lemot gini ya gagal transaksi mulu abis update,buset ini kenapa lambat gini iya gagal transaksi terus abis perbarui,"['buset', 'ini', 'kenapa', 'lambat', 'gini', 'iya', 'gagal', 'transaksi', 'terus', 'abis', 'perbarui']","['lambat', 'gini', 'iya', 'gagal', 'transaksi', 'perbarui']","['lambat', 'gin', 'iya', 'gagal', 'transaksi', 'baru']",lambat gin iya gagal transaksi baru
perbikin lagi dong apknya sering banget error saat mau transaksi,1,perbikin lagi dong apknya sering banget error saat mau transaksi,perbikin lagi dong apknya sering banget eror sat mau transaksi,perbikin lagi dong apknya sering banget eror sat mau transaksi,perbikin lagi dong aplikasi sering sangat kesalahan bangsat akan transaksi,"['perbikin', 'lagi', 'dong', 'aplikasi', 'sering', 'sangat', 'kesalahan', 'bangsat', 'akan', 'transaksi']","['perbikin', 'aplikasi', 'kesalahan', 'bangsat', 'transaksi']","['bikin', 'aplikasi', 'salah', 'bangsat', 'transaksi']",bikin aplikasi salah bangsat transaksi
"Saldo tiba-tiba hilang, tidak ada catatan uang kemana. customer service hanya mengatakan mohon ditunggu laporan sedang diperiksa, namun tidak ada kejelasan lagi berikutnya. apk yang ini sungguh mengecewakan.",1,"Saldo tiba-tiba hilang, tidak ada catatan uang kemana. customer service hanya mengatakan mohon ditunggu laporan sedang diperiksa, namun tidak ada kejelasan lagi berikutnya. apk yang ini sungguh mengecewakan.",Saldo tiba tiba hilang tidak ada catatan uang kemana customer service hanya mengatakan mohon ditungu laporan sedang diperiksa namun tidak ada kejelasan lagi berikutnya apk yang ini sunguh mengecewakan,saldo tiba tiba hilang tidak ada catatan uang kemana customer service hanya mengatakan mohon ditungu laporan sedang diperiksa namun tidak ada kejelasan lagi berikutnya apk yang ini sunguh mengecewakan,saldo tiba tiba hilang tidak ada catatan uang kemana pelanggan service hanya mengatakan mohon ditungu laporan sedang diperiksa namun tidak ada kejelasan lagi berikutnya aplikasi yang ini sungguh mengecewakan,"['saldo', 'tiba', 'tiba', 'hilang', 'tidak', 'ada', 'catatan', 'uang', 'kemana', 'pelanggan', 'service', 'hanya', 'mengatakan', 'mohon', 'ditungu', 'laporan', 'sedang', 'diperiksa', 'namun', 'tidak', 'ada', 'kejelasan', 'lagi', 'berikutnya', 'aplikasi', 'yang', 'ini', 'sungguh', 'mengecewakan']","['saldo', 'hilang', 'catatan', 'uang', 'kemana', 'pelanggan', 'service', 'mohon', 'ditungu', 'laporan', 'diperiksa', 'kejelasan', 'aplikasi', 'sungguh', 'mengecewakan']","['saldo', 'hilang', 'catat', 'uang', 'mana', 'langgan', 'service', 'mohon', 'tungu', 'lapor', 'periksa', 'jelas', 'aplikasi', 'sungguh', 'kecewa']",saldo hilang catat uang mana langgan service mohon tungu lapor periksa jelas aplikasi sungguh kecewa
"lemott banget , kebayang lagi pengen transaksi cepet malah lemot",1,"lemott banget , kebayang lagi pengen transaksi cepet malah lemot",lemot banget kebayang lagi pengen transaksi cepet malah lemot,lemot banget kebayang lagi pengen transaksi cepet malah lemot,lambat sangat kebayang lagi pengen transaksi cepat malah lambat,"['lambat', 'sangat', 'kebayang', 'lagi', 'pengen', 'transaksi', 'cepat', 'malah', 'lambat']","['lambat', 'kebayang', 'pengen', 'transaksi', 'cepat', 'lambat']","['lambat', 'bayang', 'ken', 'transaksi', 'cepat', 'lambat']",lambat bayang ken transaksi cepat lambat
Aplikasi jelek padahal sudah punya ID nya n passwordnya udh bener tp muter2 registrasi no mulu muak banget coba yg Aplikasi satunya udh bisa n gk ribet my bca aq un instal!!!!,1,Aplikasi jelek padahal sudah punya ID nya n passwordnya udh bener tp muter dua  registrasi no mulu muak banget coba yg Aplikasi satunya udh bisa n gk ribet my bca aq un instal!!!!,Aplikasi jelek padahal sudah punya ID nya n paswordnya udh bener tp muter registrasi no mulu muak banget coba yg Aplikasi satunya udh bisa n gk ribet my bca aq un instal,aplikasi jelek padahal sudah punya id nya n paswordnya udh bener tp muter registrasi no mulu muak banget coba yg aplikasi satunya udh bisa n gk ribet my bca aq un instal,aplikasi jelek padahal sudah punya id nya dan paswordnya sudah sangat tapi muter registrasi nomor terus muak sangat coba yang aplikasi satunya sudah bisa dan tidak rumit my bca saya un unduh,"['aplikasi', 'jelek', 'padahal', 'sudah', 'punya', 'id', 'nya', 'dan', 'paswordnya', 'sudah', 'sangat', 'tapi', 'muter', 'registrasi', 'nomor', 'terus', 'muak', 'sangat', 'coba', 'yang', 'aplikasi', 'satunya', 'sudah', 'bisa', 'dan', 'tidak', 'rumit', 'my', 'bca', 'saya', 'un', 'unduh']","['aplikasi', 'jelek', 'id', 'paswordnya', 'muter', 'registrasi', 'nomor', 'muak', 'aplikasi', 'satunya', 'rumit', 'my', 'bca', 'un', 'unduh']","['aplikasi', 'jelek', 'id', 'paswordnya', 'muter', 'registrasi', 'nomor', 'muak', 'aplikasi', 'satu', 'rumit', 'my', 'bca', 'un', 'unduh']",aplikasi jelek id paswordnya muter registrasi nomor muak aplikasi satu rumit my bca un unduh
