review,rating_asli,angka_text,cleaned_review,lowercase,normalisasi,tokenizing,filtering,stemming,stemming_join
sumpah nyebelin banget biasanya kalau m-bankingnya ke blok pas di rest udh langsung jadi ngpain ngeblok nomor yang terhubung ke M-bankingnya bikin ribet tobat gw make ini gjls,1,sumpah nyebelin banget biasanya kalau m-bankingnya ke blok pas di rest udh langsung jadi ngpain ngeblok nomor yang terhubung ke M-bankingnya bikin ribet tobat gw make ini gjls,sumpah nyebelin banget biasanya kalau m bankingnya ke blok pas di rest udh langsung jadi ngpain ngeblok nomor yang terhubung ke M bankingnya bikin ribet tobat gw make ini gjls,sumpah nyebelin banget biasanya kalau m bankingnya ke blok pas di rest udh langsung jadi ngpain ngeblok nomor yang terhubung ke m bankingnya bikin ribet tobat gw make ini gjls,sumpah nyebelin sangat biasa kalau mbanking bankingnya ke blokir pas di rest sudah langsung jadi ngapain ngeblok nomor yang terhubung ke mbanking bankingnya membuat rumit tobat saya pakai ini tidak jelas,"['sumpah', 'nyebelin', 'sangat', 'biasa', 'kalau', 'mbanking', 'bankingnya', 'ke', 'blokir', 'pas', 'di', 'rest', 'sudah', 'langsung', 'jadi', 'ngapain', 'ngeblok', 'nomor', 'yang', 'terhubung', 'ke', 'mbanking', 'bankingnya', 'membuat', 'rumit', 'tobat', 'saya', 'pakai', 'ini', 'tidak', 'jelas']","['sumpah', 'nyebelin', 'mbanking', 'bankingnya', 'blokir', 'pas', 'rest', 'langsung', 'ngapain', 'ngeblok', 'nomor', 'terhubung', 'mbanking', 'bankingnya', 'rumit', 'tobat', 'pakai']","['sumpah', 'nyebelin', 'mbanking', 'bankingnya', 'blokir', 'pas', 'rest', 'langsung', 'ngapain', 'ngeblok', 'nomor', 'hubung', 'mbanking', 'bankingnya', 'rumit', 'tobat', 'pakai']",sumpah nyebelin mbanking bankingnya blokir pas rest langsung ngapain ngeblok nomor hubung mbanking bankingnya rumit tobat pakai
my BCA sy selalu bermasalah..,1,my BCA sy selalu bermasalah..,my BCA sy selalu bermasalah,my bca sy selalu bermasalah,my bca saya selalu bermasalah,"['my', 'bca', 'saya', 'selalu', 'bermasalah']","['my', 'bca', 'bermasalah']","['my', 'bca', 'masalah']",my bca masalah
min nomor ku ke blokir cara aktifkan lagi gimana tolong dong,1,min nomor ku ke blokir cara aktifkan lagi gimana tolong dong,min nomor ku ke blokir cara aktifkan lagi gimana tolong dong,min nomor ku ke blokir cara aktifkan lagi gimana tolong dong,admin nomor ku ke blokir cara aktifkan lagi bagaimana tolong dong,"['admin', 'nomor', 'ku', 'ke', 'blokir', 'cara', 'aktifkan', 'lagi', 'bagaimana', 'tolong', 'dong']","['admin', 'nomor', 'ku', 'blokir', 'aktifkan']","['admin', 'nomor', 'ku', 'blokir', 'aktif']",admin nomor ku blokir aktif
"kalau masuk sering gak jadi padahal jaringannya bagus, kuita banyak, mohon deh hrus di prhatikan lagi yg kayak ginian ya, klo org lagi urgent kan susah",1,"kalau masuk sering gak jadi padahal jaringannya bagus, kuita banyak, mohon deh hrus di prhatikan lagi yg kayak ginian ya, klo org lagi urgent kan susah",kalau masuk sering gak jadi padahal jaringanya bagus kuita banyak mohon deh hrus di prhatikan lagi yg kayak ginian ya klo org lagi urgent kan susah,kalau masuk sering gak jadi padahal jaringanya bagus kuita banyak mohon deh hrus di prhatikan lagi yg kayak ginian ya klo org lagi urgent kan susah,kalau masuk sering tidak jadi padahal jaringanya bagus kuota banyak mohon deh harus di perhatikan lagi yang seperti ginian iya kalau orang lagi desak kan susah,"['kalau', 'masuk', 'sering', 'tidak', 'jadi', 'padahal', 'jaringanya', 'bagus', 'kuota', 'banyak', 'mohon', 'deh', 'harus', 'di', 'perhatikan', 'lagi', 'yang', 'seperti', 'ginian', 'iya', 'kalau', 'orang', 'lagi', 'desak', 'kan', 'susah']","['masuk', 'jaringanya', 'bagus', 'kuota', 'mohon', 'perhatikan', 'iya', 'orang', 'desak', 'susah']","['masuk', 'jaringanya', 'bagus', 'kuota', 'mohon', 'perhati', 'iya', 'orang', 'desak', 'susah']",masuk jaringanya bagus kuota mohon perhati iya orang desak susah
ribet kontol verifikasi mukanya bego,1,ribet kontol verifikasi mukanya bego,ribet kontol verifikasi mukanya bego,ribet kontol verifikasi mukanya bego,rumit kontol verifikasi wajah bego,"['rumit', 'kontol', 'verifikasi', 'wajah', 'bego']","['rumit', 'kontol', 'verifikasi', 'wajah', 'bego']","['rumit', 'kontol', 'verifikasi', 'wajah', 'bego']",rumit kontol verifikasi wajah bego
"bug pas login,masukin nomor handphone tidak ada kode negara indonesia",1,"bug pas login,masukin nomor handphone tidak ada kode negara indonesia",bug pas login masukin nomor handphone tidak ada kode negara indonesia,bug pas login masukin nomor handphone tidak ada kode negara indonesia,bug pas masuk masukin nomor handphone tidak ada kode negara indonesia,"['bug', 'pas', 'masuk', 'masukin', 'nomor', 'handphone', 'tidak', 'ada', 'kode', 'negara', 'indonesia']","['bug', 'pas', 'masuk', 'masukin', 'nomor', 'handphone', 'kode', 'negara', 'indonesia']","['bug', 'pas', 'masuk', 'masukin', 'nomor', 'handphone', 'kode', 'negara', 'indonesia']",bug pas masuk masukin nomor handphone kode negara indonesia
payah nggak ada kode negara idonesianya ketika mau masukan nomer,1,payah nggak ada kode negara idonesianya ketika mau masukan nomer,payah ngak ada kode negara idonesianya ketika mau masukan nomer,payah ngak ada kode negara idonesianya ketika mau masukan nomer,payah tidak ada kode negara indonesia ketika akan masukan nomor,"['payah', 'tidak', 'ada', 'kode', 'negara', 'indonesia', 'ketika', 'akan', 'masukan', 'nomor']","['payah', 'kode', 'negara', 'indonesia', 'masukan', 'nomor']","['payah', 'kode', 'negara', 'indonesia', 'masuk', 'nomor']",payah kode negara indonesia masuk nomor
"tiap mau log in pasti bermasalah mulu di verifikasi udah nengok sana sini. mangap sampe kayak kuda nil... tetep aja gagal terus sampe lebih dr 10x... selalu tiap log in bermasalah di verifikasi wajah... berasa senam muka... posisi udha ditempat super terang btw,.. SUPER TERANG...",1,"tiap mau log in pasti bermasalah mulu di verifikasi udah nengok sana sini. mangap sampe kayak kuda nil... tetep aja gagal terus sampe lebih dr  satu  nol x... selalu tiap log in bermasalah di verifikasi wajah... berasa senam muka... posisi udha ditempat super terang btw,.. SUPER TERANG...",tiap mau log in pasti bermasalah mulu di verifikasi udah nengok sana sini mangap sampe kayak kuda nil tetep aja gagal terus sampe lebih dr x selalu tiap log in bermasalah di verifikasi wajah berasa senam muka posisi udha ditempat super terang btw SUPER TERANG,tiap mau log in pasti bermasalah mulu di verifikasi udah nengok sana sini mangap sampe kayak kuda nil tetep aja gagal terus sampe lebih dr x selalu tiap log in bermasalah di verifikasi wajah berasa senam muka posisi udha ditempat super terang btw super terang,tiap akan log login pasti bermasalah terus di verifikasi sudah nengok sana sini menganga hingga seperti kuda nil tetap saja gagal terus hingga lebih dari kali selalu tiap log login bermasalah di verifikasi wajah berasa senam muka posisi udah ditempat super terang btw super terang,"['tiap', 'akan', 'log', 'login', 'pasti', 'bermasalah', 'terus', 'di', 'verifikasi', 'sudah', 'nengok', 'sana', 'sini', 'menganga', 'hingga', 'seperti', 'kuda', 'nil', 'tetap', 'saja', 'gagal', 'terus', 'hingga', 'lebih', 'dari', 'kali', 'selalu', 'tiap', 'log', 'login', 'bermasalah', 'di', 'verifikasi', 'wajah', 'berasa', 'senam', 'muka', 'posisi', 'udah', 'ditempat', 'super', 'terang', 'btw', 'super', 'terang']","['log', 'login', 'bermasalah', 'verifikasi', 'nengok', 'menganga', 'kuda', 'nil', 'gagal', 'kali', 'log', 'login', 'bermasalah', 'verifikasi', 'wajah', 'berasa', 'senam', 'muka', 'posisi', 'ditempat', 'super', 'terang', 'super', 'terang']","['log', 'login', 'masalah', 'verifikasi', 'nengok', 'nganga', 'kuda', 'nil', 'gagal', 'kali', 'log', 'login', 'masalah', 'verifikasi', 'wajah', 'asa', 'senam', 'muka', 'posisi', 'tempat', 'super', 'terang', 'super', 'terang']",log login masalah verifikasi nengok nganga kuda nil gagal kali log login masalah verifikasi wajah asa senam muka posisi tempat super terang super terang
KENAPA MYBCA HARI INI GAK BISA DI AKSES YA FINGER PRINT?,1,KENAPA MYBCA HARI INI GAK BISA DI AKSES YA FINGER PRINT?,KENAPA MYBCA HARI INI GAK BISA DI AKSES YA FINGER PRINT,kenapa mybca hari ini gak bisa di akses ya finger print,kenapa mybca hari ini tidak bisa di akses iya finger print,"['kenapa', 'mybca', 'hari', 'ini', 'tidak', 'bisa', 'di', 'akses', 'iya', 'finger', 'print']","['mybca', 'akses', 'iya', 'finger', 'print']","['mybca', 'akses', 'iya', 'finger', 'print']",mybca akses iya finger print
kesulitan dalam proses verifikasi wajah padahal sudah mengikuti intruksi di bawah pada saat verifikasi wajah,1,kesulitan dalam proses verifikasi wajah padahal sudah mengikuti intruksi di bawah pada saat verifikasi wajah,kesulitan dalam proses verifikasi wajah padahal sudah mengikuti intruksi di bawah pada sat verifikasi wajah,kesulitan dalam proses verifikasi wajah padahal sudah mengikuti intruksi di bawah pada sat verifikasi wajah,kesulitan dalam proses verifikasi wajah padahal sudah mengikuti intruksi di bawah pada bangsat verifikasi wajah,"['kesulitan', 'dalam', 'proses', 'verifikasi', 'wajah', 'padahal', 'sudah', 'mengikuti', 'intruksi', 'di', 'bawah', 'pada', 'bangsat', 'verifikasi', 'wajah']","['kesulitan', 'proses', 'verifikasi', 'wajah', 'mengikuti', 'intruksi', 'bangsat', 'verifikasi', 'wajah']","['sulit', 'proses', 'verifikasi', 'wajah', 'ikut', 'intruksi', 'bangsat', 'verifikasi', 'wajah']",sulit proses verifikasi wajah ikut intruksi bangsat verifikasi wajah
aplikasi nya ga bisa di buka. udah capek,1,aplikasi nya ga bisa di buka. udah capek,aplikasi nya ga bisa di buka udah capek,aplikasi nya ga bisa di buka udah capek,aplikasi nya tidak bisa di buka sudah capek,"['aplikasi', 'nya', 'tidak', 'bisa', 'di', 'buka', 'sudah', 'capek']","['aplikasi', 'buka', 'capek']","['aplikasi', 'buka', 'capek']",aplikasi buka capek
"setiap kali tf ke rek BCA potongannya besar hampir 20 ribu.. mahal banget.. belum lagi uang di rek tiba2 hilang.. makanya males simpan uang di rek. takut tiba2 lenyap. ini baru tf ke rek, tiba2 aplikasi gak bisa kebuka. gangguan jaringan.. kacau banget",1,"setiap kali tf ke rek BCA potongannya besar hampir  dua  nol  ribu.. mahal banget.. belum lagi uang di rek tiba dua  hilang.. makanya males simpan uang di rek. takut tiba dua  lenyap. ini baru tf ke rek, tiba dua  aplikasi gak bisa kebuka. gangguan jaringan.. kacau banget",setiap kali tf ke rek BCA potonganya besar hampir ribu mahal banget belum lagi uang di rek tiba hilang makanya males simpan uang di rek takut tiba lenyap ini baru tf ke rek tiba aplikasi gak bisa kebuka gangguan jaringan kacau banget,setiap kali tf ke rek bca potonganya besar hampir ribu mahal banget belum lagi uang di rek tiba hilang makanya males simpan uang di rek takut tiba lenyap ini baru tf ke rek tiba aplikasi gak bisa kebuka gangguan jaringan kacau banget,setiap kali transfer ke rekening bca potonganya besar hampir ribu mahal sangat belum lagi uang di rekening tiba hilang maka malas simpan uang di rekening takut tiba lenyap ini baru transfer ke rekening tiba aplikasi tidak bisa kebuka gangguan jaringan kacau sangat,"['setiap', 'kali', 'transfer', 'ke', 'rekening', 'bca', 'potonganya', 'besar', 'hampir', 'ribu', 'mahal', 'sangat', 'belum', 'lagi', 'uang', 'di', 'rekening', 'tiba', 'hilang', 'maka', 'malas', 'simpan', 'uang', 'di', 'rekening', 'takut', 'tiba', 'lenyap', 'ini', 'baru', 'transfer', 'ke', 'rekening', 'tiba', 'aplikasi', 'tidak', 'bisa', 'kebuka', 'gangguan', 'jaringan', 'kacau', 'sangat']","['kali', 'transfer', 'rekening', 'bca', 'potonganya', 'ribu', 'mahal', 'uang', 'rekening', 'hilang', 'malas', 'simpan', 'uang', 'rekening', 'takut', 'lenyap', 'transfer', 'rekening', 'aplikasi', 'kebuka', 'gangguan', 'jaringan', 'kacau']","['kali', 'transfer', 'rekening', 'bca', 'potonganya', 'ribu', 'mahal', 'uang', 'rekening', 'hilang', 'malas', 'simpan', 'uang', 'rekening', 'takut', 'lenyap', 'transfer', 'rekening', 'aplikasi', 'buka', 'ganggu', 'jaring', 'kacau']",kali transfer rekening bca potonganya ribu mahal uang rekening hilang malas simpan uang rekening takut lenyap transfer rekening aplikasi buka ganggu jaring kacau
"mau daftar no hp, ngga ada kode negara INDONESIA gmn si !",1,"mau daftar no hp, ngga ada kode negara INDONESIA gmn si !",mau daftar no hp nga ada kode negara INDONESIA gmn si,mau daftar no hp nga ada kode negara indonesia gmn si,akan daftar nomor hp nga ada kode negara indonesia bagaimana sih,"['akan', 'daftar', 'nomor', 'hp', 'nga', 'ada', 'kode', 'negara', 'indonesia', 'bagaimana', 'sih']","['daftar', 'nomor', 'hp', 'kode', 'negara', 'indonesia']","['daftar', 'nomor', 'hp', 'kode', 'negara', 'indonesia']",daftar nomor hp kode negara indonesia
"susah uey mau buka rek baru,dari kemaren2... opsss...opsss terus.",1,"susah uey mau buka rek baru,dari kemaren dua ... opsss...opsss terus.",susah uey mau buka rek baru dari kemaren ops ops terus,susah uey mau buka rek baru dari kemaren ops ops terus,susah uey akan buka rekening baru dari kemarin aduh aduh terus,"['susah', 'uey', 'akan', 'buka', 'rekening', 'baru', 'dari', 'kemarin', 'aduh', 'aduh', 'terus']","['susah', 'buka', 'rekening', 'kemarin']","['susah', 'buka', 'rekening', 'kemarin']",susah buka rekening kemarin
APLIKASI SERING EROR LOG IN GAGAL TRANSFER GAGALL APLIKASI SUDAH UPDATE PERANGKAT SUDAH UPDATE,1,APLIKASI SERING EROR LOG IN GAGAL TRANSFER GAGALL APLIKASI SUDAH UPDATE PERANGKAT SUDAH UPDATE,APLIKASI SERING EROR LOG IN GAGAL TRANSFER GAGAL APLIKASI SUDAH UPDATE PERANGKAT SUDAH UPDATE,aplikasi sering eror log in gagal transfer gagal aplikasi sudah update perangkat sudah update,aplikasi sering kesalahan log login gagal transfer gagal aplikasi sudah perbarui perangkat sudah perbarui,"['aplikasi', 'sering', 'kesalahan', 'log', 'login', 'gagal', 'transfer', 'gagal', 'aplikasi', 'sudah', 'perbarui', 'perangkat', 'sudah', 'perbarui']","['aplikasi', 'kesalahan', 'log', 'login', 'gagal', 'transfer', 'gagal', 'aplikasi', 'perbarui', 'perangkat', 'perbarui']","['aplikasi', 'salah', 'log', 'login', 'gagal', 'transfer', 'gagal', 'aplikasi', 'baru', 'perangkat', 'baru']",aplikasi salah log login gagal transfer gagal aplikasi baru perangkat baru
"saya ingin menyampaikan komentar/ulasan dalam verifikasi kode OTP ""Kenapa kode OTP yang dikirim sangat lama sekali? hanya itu saja komentar/ulasan saya tolong diperbaiki untuk pihak developer. Terima kasih",1,"saya ingin menyampaikan komentar/ulasan dalam verifikasi kode OTP ""Kenapa kode OTP yang dikirim sangat lama sekali? hanya itu saja komentar/ulasan saya tolong diperbaiki untuk pihak developer. Terima kasih",saya ingin menyampaikan komentar ulasan dalam verifikasi kode OTP Kenapa kode OTP yang dikirim sangat lama sekali hanya itu saja komentar ulasan saya tolong diperbaiki untuk pihak developer Terima kasih,saya ingin menyampaikan komentar ulasan dalam verifikasi kode otp kenapa kode otp yang dikirim sangat lama sekali hanya itu saja komentar ulasan saya tolong diperbaiki untuk pihak developer terima kasih,saya ingin menyampaikan komentar ulasan dalam verifikasi kode otp kenapa kode otp yang dikirim sangat lama sekali hanya itu saja komentar ulasan saya tolong diperbaiki untuk pihak developer terima kasih,"['saya', 'ingin', 'menyampaikan', 'komentar', 'ulasan', 'dalam', 'verifikasi', 'kode', 'otp', 'kenapa', 'kode', 'otp', 'yang', 'dikirim', 'sangat', 'lama', 'sekali', 'hanya', 'itu', 'saja', 'komentar', 'ulasan', 'saya', 'tolong', 'diperbaiki', 'untuk', 'pihak', 'developer', 'terima', 'kasih']","['komentar', 'ulasan', 'verifikasi', 'kode', 'otp', 'kode', 'otp', 'dikirim', 'komentar', 'ulasan', 'diperbaiki', 'developer']","['komentar', 'ulas', 'verifikasi', 'kode', 'otp', 'kode', 'otp', 'kirim', 'komentar', 'ulas', 'baik', 'developer']",komentar ulas verifikasi kode otp kode otp kirim komentar ulas baik developer
"kepada: yth : Bca dengan ini saya menyatakan : utang udah lunas,kenapa masih di tagih,kalau utang udah lunas,jangan di tagih,malu Sama nama Bca,,, jangan sampai 7 keturunan,1 kluarga sial seumur hidup,,, terima kasihh",1,"kepada: yth : Bca dengan ini saya menyatakan : utang udah lunas,kenapa masih di tagih,kalau utang udah lunas,jangan di tagih,malu Sama nama Bca,,, jangan sampai  tujuh  keturunan, satu  kluarga sial seumur hidup,,, terima kasihh",kepada yth Bca dengan ini saya menyatakan utang udah lunas kenapa masih di tagih kalau utang udah lunas jangan di tagih malu Sama nama Bca jangan sampai keturunan kluarga sial seumur hidup terima kasih,kepada yth bca dengan ini saya menyatakan utang udah lunas kenapa masih di tagih kalau utang udah lunas jangan di tagih malu sama nama bca jangan sampai keturunan kluarga sial seumur hidup terima kasih,kepada hormat bca dengan ini saya menyatakan hutang sudah lunas kenapa masih di tagih kalau hutang sudah lunas jangan di tagih malu sama nama bca jangan hingga keturunan keluarga sial seumur hidup terima kasih,"['kepada', 'hormat', 'bca', 'dengan', 'ini', 'saya', 'menyatakan', 'hutang', 'sudah', 'lunas', 'kenapa', 'masih', 'di', 'tagih', 'kalau', 'hutang', 'sudah', 'lunas', 'jangan', 'di', 'tagih', 'malu', 'sama', 'nama', 'bca', 'jangan', 'hingga', 'keturunan', 'keluarga', 'sial', 'seumur', 'hidup', 'terima', 'kasih']","['hormat', 'bca', 'hutang', 'lunas', 'tagih', 'hutang', 'lunas', 'tagih', 'malu', 'nama', 'bca', 'keturunan', 'keluarga', 'sial', 'seumur', 'hidup']","['hormat', 'bca', 'hutang', 'lunas', 'tagih', 'hutang', 'lunas', 'tagih', 'malu', 'nama', 'bca', 'turun', 'keluarga', 'sial', 'umur', 'hidup']",hormat bca hutang lunas tagih hutang lunas tagih malu nama bca turun keluarga sial umur hidup
request otp sampe pulsa habis gk nyampe2 otpnya. sudah gitu masuk ke verifikasi muka semua di ikuti tiba2 aplikasi ketendang halaman login bca idnya ke blokir. sampah2,1,request otp sampe pulsa habis gk nyampe dua  otpnya. sudah gitu masuk ke verifikasi muka semua di ikuti tiba dua  aplikasi ketendang halaman login bca idnya ke blokir. sampah dua ,request otp sampe pulsa habis gk nyampe otpnya sudah gitu masuk ke verifikasi muka semua di ikuti tiba aplikasi ketendang halaman login bca idnya ke blokir sampah,request otp sampe pulsa habis gk nyampe otpnya sudah gitu masuk ke verifikasi muka semua di ikuti tiba aplikasi ketendang halaman login bca idnya ke blokir sampah,request otp hingga pulsa habis tidak nyampe kode otp sudah gitu masuk ke verifikasi muka semua di ikuti tiba aplikasi ketendang halaman masuk bca id ke blokir sampah,"['request', 'otp', 'hingga', 'pulsa', 'habis', 'tidak', 'nyampe', 'kode', 'otp', 'sudah', 'gitu', 'masuk', 'ke', 'verifikasi', 'muka', 'semua', 'di', 'ikuti', 'tiba', 'aplikasi', 'ketendang', 'halaman', 'masuk', 'bca', 'id', 'ke', 'blokir', 'sampah']","['request', 'otp', 'pulsa', 'habis', 'nyampe', 'kode', 'otp', 'masuk', 'verifikasi', 'muka', 'ikuti', 'aplikasi', 'ketendang', 'halaman', 'masuk', 'bca', 'id', 'blokir', 'sampah']","['request', 'otp', 'pulsa', 'habis', 'nyampe', 'kode', 'otp', 'masuk', 'verifikasi', 'muka', 'ikut', 'aplikasi', 'tendang', 'halaman', 'masuk', 'bca', 'id', 'blokir', 'sampah']",request otp pulsa habis nyampe kode otp masuk verifikasi muka ikut aplikasi tendang halaman masuk bca id blokir sampah
